text_id,source,candidate,target_score,sts_with_source,len_ratio_chars,len_ratio_words,abs_len_words,flesch_reading_ease,avg_syl_per_word,sentence_count
06-a2,"One night in 2003, Suzanne Collins was flipping between channels on TV. It was at the time of the US invasion of Iraq. The only programmes she could find on TV were 'reality' programmes of young people competing to win a million dollars and news programmes about the war. Suzanne says that the two things start to merge together in a disturbing way and the idea for The Hunger Games came to her.","One night in 2003, Suzanne Collins was changing TV channels. It was during the US invasion of Iraq. She saw only 'reality' shows with young people trying to win a million dollars and news about the war. Suzanne says these things mixed in her mind in a strange way, and this gave her the idea for The Hunger Games.",0.8287,0.8602,0.7924050632911392,0.8375,67,75.71798728813562,1.208955223880597,4
06-b1,"One night in 2003, Suzanne Collins was flipping between channels on TV. It was at the time of the US invasion of Iraq. The only programmes she could find on TV were 'reality' programmes of young people competing to win a million dollars and news programmes about the war. Suzanne says that the two things start to merge together in a disturbing way and the idea for The Hunger Games came to her.","One night in 2003, Suzanne Collins was changing TV channels. It was during the US invasion of Iraq. She could only find 'reality' shows of young people competing to win a million dollars and news reports about the war. Suzanne says that the two things mixed in a troubling way, and this gave her the idea for The Hunger Games.",0.864,0.8782,0.8253164556962025,0.85,68,70.35000000000002,1.2647058823529411,4
07-a2,"The Life of Pi tells the extraordinary story of Pi, a teenage boy from India, who is shipwrecked and finds himself trapped in a lifeboat in the Pacific Ocean with a ferocious tiger. It is the third book by the Canadian author Yann Martel, and was published in 2001. Since then, it has sold over seven million copies worldwide, won several prizes and been translated into 41 languages. Martel is the son of a diplomat and as a child lived in Costa Rica, Canada, France and Mexico.","The Life of Pi is about Pi, a teenage boy from India. He is in a lifeboat in the Pacific Ocean with a big, dangerous tiger. A Canadian writer named Yann Martel wrote this book. It is his third book and came out in 2001. The book sold more than seven million copies all over the world. It won many prizes and was translated into 41 languages. Martel's father was a diplomat, so he lived in Costa Rica, Canada, France, and Mexico as a child.",0.6981,0.6803,0.9164926931106472,1.010204081632653,99,74.07941176470591,1.2222222222222223,7
07-b1,"The Life of Pi tells the extraordinary story of Pi, a teenage boy from India, who is shipwrecked and finds himself trapped in a lifeboat in the Pacific Ocean with a ferocious tiger. It is the third book by the Canadian author Yann Martel, and was published in 2001. Since then, it has sold over seven million copies worldwide, won several prizes and been translated into 41 languages. Martel is the son of a diplomat and as a child lived in Costa Rica, Canada, France and Mexico.","The Life of Pi is about a special adventure of Pi, a teenage boy from India. He is shipwrecked and stuck in a lifeboat in the Pacific Ocean with a fierce tiger. It is the third book by Canadian author Yann Martel and was published in 2001. Since then, it has sold over seven million copies around the world, won several awards, and been translated into 41 languages. Martel is the son of a diplomat and lived in Costa Rica, Canada, France, and Mexico when he was a child.",0.8434,0.7965,0.9832985386221295,1.030612244897959,101,66.14552808988765,1.2772277227722773,5
08-a2,"Dreams of a phone call from an old friend or the death of someone close, for example, are more likely to be the result of coincidence than prophecy. And, of course, we probably choose to forget all the times we dream about such events but they don't happen.","Dreaming about a call from an old friend or someone dying is usually just chance, not a prediction. We often forget when we dream about things that do not happen.",0.7199,0.6228,0.6303501945525292,0.6,33,70.35000000000002,1.303030303030303,2
08-b1,"Dreams of a phone call from an old friend or the death of someone close, for example, are more likely to be the result of coincidence than prophecy. And, of course, we probably choose to forget all the times we dream about such events but they don't happen.","Dreams about getting a phone call from an old friend or the death of someone close are usually just coincidences, not predictions. We also tend to forget the times we dream about these things and they don't happen.",0.8603,0.8316,0.8326848249027238,0.7636363636363637,42,67.32894736842107,1.2857142857142858,2
09-a2,"Some bridge collapses are mysteries, and engineers only realise why after they conduct a complete investigation. In some cases, this could happen because inferior-quality material was used in the construction, or because of a defect in a key piece of the bridge. In other cases, the bridge was designed only to support a certain amount of weight and no more.","Some bridges fall down, and people don't know why until they study it well. Sometimes, this happens because bad materials were used to build it or there was a problem with an important part of the bridge. Other times, the bridge can only hold a small amount of weight.",0.8596,0.6009,0.7486033519553073,0.8115942028985508,56,78.03217687074833,1.1607142857142858,3
09-b1,"Some bridge collapses are mysteries, and engineers only realise why after they conduct a complete investigation. In some cases, this could happen because inferior-quality material was used in the construction, or because of a defect in a key piece of the bridge. In other cases, the bridge was designed only to support a certain amount of weight and no more.","Some bridge collapses are not understood right away. Engineers find out why only after they do a full investigation. Sometimes, this happens because low-quality materials were used to build the bridge, or because an important part was flawed. Other times, the bridge was only made to hold a certain weight, and it was too much.",0.6927,0.7028,0.9134078212290503,0.9420289855072463,65,66.74784090909091,1.2615384615384615,4
10-a2,"I used to do a typical five-day week, but after I came out of my parental leave, I decided that I wanted to spend more time with my children before they start school. After negotiating with my boss, we decided to cut my working week down to a three-day work week. This of course meant a significant cut in my pay too, as I'm paid on a pro-rata basis. I've since noticed, though, that my workload hasn't decreased in the slightest! I'm now doing five days' worth of work in three days, but getting paid much less for it! ","I used to work five days a week. After my parental leave, I wanted to spend more time with my children before they start school. I talked to my boss, and we decided I would work only three days a week. This means I now earn less money because I work fewer days. But I have noticed that I still have the same amount of work as before. So, I am doing five days of work in just three days, but I earn less money for it!",0.7452,0.8175,0.8,0.7950819672131147,97,90.98646551724138,1.0721649484536082,6
10-b1,"I used to do a typical five-day week, but after I came out of my parental leave, I decided that I wanted to spend more time with my children before they start school. After negotiating with my boss, we decided to cut my working week down to a three-day work week. This of course meant a significant cut in my pay too, as I'm paid on a pro-rata basis. I've since noticed, though, that my workload hasn't decreased in the slightest! I'm now doing five days' worth of work in three days, but getting paid much less for it! ","I used to work five days a week. After my parental leave, I wanted to spend more time with my children before they start school. I talked with my boss and decided to work only three days a week. This means I earn less money because I am paid based on the number of days I work. However, I still have the same amount of work. I am doing five days' worth of work in three days, but I get paid much less for it!",0.8212,0.7945,0.7846153846153846,0.7786885245901639,95,91.93112745098041,1.063157894736842,6
11-a2,"Much of today's business is conducted across international borders, and while the majority of the global business community might share the use of English as a common language, the nuances and expectations of business communication might differ greatly from culture to culture. A lack of understanding of the cultural norms and practices of our business acquaintances can result in unfair judgements, misunderstandings and breakdowns in communication. Here are three basic areas of differences in the business etiquette around the world that could help stand you in good stead when you next find yourself working with someone from a different culture.","Today, many businesses work with other countries. Most business people use English to talk, but they have different ways of talking and doing things in business. If we do not know these differences, we might judge people unfairly or not understand them well. This can cause problems. There are three main differences in how people do business in different cultures. Knowing these can help you when you work with someone from another culture.",0.8216,0.6668,0.6774193548387096,0.7663551401869159,82,68.16528538812788,1.329268292682927,6
11-b1,"Much of today's business is conducted across international borders, and while the majority of the global business community might share the use of English as a common language, the nuances and expectations of business communication might differ greatly from culture to culture. A lack of understanding of the cultural norms and practices of our business acquaintances can result in unfair judgements, misunderstandings and breakdowns in communication. Here are three basic areas of differences in the business etiquette around the world that could help stand you in good stead when you next find yourself working with someone from a different culture.","Today, many businesses work with people in other countries. Most people in global business use English, but business communication can be different in each culture. If we don't understand other cultures' business ways, we might make wrong judgments, have misunderstandings, or fail to communicate well. Here are three basic differences in business etiquette around the world. These can help you when working with someone from another culture.",0.6936,0.6944,0.6789554531490015,0.7383177570093458,79,51.81310447761197,1.4177215189873418,5
12-a2,"Between 100,000 and 50,000 years ago, though, we start to see the evidence of early human civilisation, through cave paintings for example; no one knows the connection between this and language. Brains didn't suddenly get bigger, yet humans did become more complex and more intelligent. Was it using language that caused their brains to develop? Or did their more complex brains start producing language?","Around 100,000 to 50,000 years ago, we see signs of early human life. One example is cave paintings. We do not know how this is connected to language. Human brains did not suddenly become bigger. But humans did become smarter and more complex. Did using language make their brains grow? Or did their smarter brains begin creating language?",0.6823,0.8247,0.8391089108910891,0.8918918918918919,66,75.90086206896554,1.2727272727272727,7
12-b1,"Between 100,000 and 50,000 years ago, though, we start to see the evidence of early human civilisation, through cave paintings for example; no one knows the connection between this and language. Brains didn't suddenly get bigger, yet humans did become more complex and more intelligent. Was it using language that caused their brains to develop? Or did their more complex brains start producing language?","Between 100,000 and 50,000 years ago, we start to see signs of early human civilisation, like cave paintings. No one knows how this is connected to language. Brains did not suddenly grow larger, but humans became more complex and intelligent. Did using language help their brains grow? Or did their smarter brains create language?",0.9431,0.9453,0.8168316831683168,0.8378378378378378,62,72.10633333333335,1.2741935483870968,5
13-a2,"Many of the major supermarket chains have come under fire with accusations of various unethical acts over the past decade. They've wasted tonnes of food, they've underpaid their suppliers and they've contributed to excessive plastic waste in their packaging, which has had its impact on our environment. But supermarkets and grocers are starting to sit up and take notice. In response to growing consumer backlash against the huge amounts of plastic waste generated by plastic packaging, some of the largest UK supermarkets have signed up to a pact promising to transform packaging and cut plastic wastage.","Over the last ten years, big supermarkets have been in trouble for doing bad things. They have thrown away a lot of food, paid too little to their suppliers, and used too much plastic, which is bad for the environment. But now, supermarkets are paying attention. People are unhappy about the plastic waste from packaging. So, some big UK supermarkets have agreed to use better packaging and use less plastic.",0.826,0.6892,0.6732673267326733,0.7641509433962265,81,64.51642857142858,1.308641975308642,5
13-b1,"Many of the major supermarket chains have come under fire with accusations of various unethical acts over the past decade. They've wasted tonnes of food, they've underpaid their suppliers and they've contributed to excessive plastic waste in their packaging, which has had its impact on our environment. But supermarkets and grocers are starting to sit up and take notice. In response to growing consumer backlash against the huge amounts of plastic waste generated by plastic packaging, some of the largest UK supermarkets have signed up to a pact promising to transform packaging and cut plastic wastage.","Many big supermarket chains have been criticized for doing bad things in the last ten years. They have wasted a lot of food, paid their suppliers too little, and used too much plastic in packaging, which harms the environment. However, supermarkets are beginning to pay attention. Because more customers are unhappy about the large amounts of plastic waste, some of the biggest UK supermarkets have agreed to a plan to change packaging and reduce plastic waste.",0.8446,0.8445,0.7607260726072608,0.8018867924528302,85,53.97105263157897,1.411764705882353,4
14-a2,"Wasfia Nazreen first came across a hula hoop as a young girl, when she saw a foreign child who was visiting her native Bangladesh playing with one. Wasfia reluctantly stood by and watched, as in her country it was believed that girls should not play with hula hoops or ride bikes. Now Wasfia is one of the few people in the world to have climbed the Seven Summits, including Everest and Kilimanjaro, and the first to have hula-hooped on each peak. Her reason for doing so: to empower women and girls in a country which discourages them from doing sport. ","When Wasfia Nazreen was a young girl in Bangladesh, she saw a foreign child playing with a hula hoop. Wasfia only watched because, in her country, people thought girls should not use hula hoops or ride bikes. Now, Wasfia has climbed the Seven Summits, which include Everest and Kilimanjaro. She is the first person to hula-hoop on each of these mountains. She does this to show support for women and girls in her country, where people often say they should not play sports.",0.5935,0.7725,0.8537906137184116,0.8648648648648649,96,73.78840963855424,1.1875,5
14-b1,"Wasfia Nazreen first came across a hula hoop as a young girl, when she saw a foreign child who was visiting her native Bangladesh playing with one. Wasfia reluctantly stood by and watched, as in her country it was believed that girls should not play with hula hoops or ride bikes. Now Wasfia is one of the few people in the world to have climbed the Seven Summits, including Everest and Kilimanjaro, and the first to have hula-hooped on each peak. Her reason for doing so: to empower women and girls in a country which discourages them from doing sport. ","When Wasfia Nazreen was a young girl, she saw a foreign child visiting Bangladesh playing with a hula hoop. Wasfia watched but did not join because, in Bangladesh, people believed girls should not play with hula hoops or ride bikes. Now, Wasfia is one of the few people in the world who has climbed the Seven Summits, like Everest and Kilimanjaro. She is also the first to hula-hoop on each mountain. She did this to encourage women and girls in a country that often tells them not to do sports.",0.6938,0.8682,0.8935018050541517,0.918918918918919,102,72.00500000000001,1.2156862745098038,5
15-a2,"On the basis of these findings, we recommend that Girox Foods adopt a more people-oriented management style. As part of this, we should explore ways of offering more flexible working hours to our employees and consider how we can enable employees to work from their chosen locations. Managers need to consider a variety of ways to challenge our staff and provide more positive reinforcement and recognition of the work they do. Increased investment in professional development, especially in the area of social and intercultural communication, could also contribute to creating a positive environment for employees to produce their best work.","We think Girox Foods should focus more on its people. We suggest offering flexible working hours. Employees could also work from places they choose. Managers should find ways to challenge staff and praise their good work. Spending more on training, especially in talking with others and understanding different cultures, can help make a good place to work. This will help employees do their best.",0.6891,0.8123,0.616822429906542,0.6545454545454545,72,71.75208333333336,1.3055555555555556,6
15-b1,"On the basis of these findings, we recommend that Girox Foods adopt a more people-oriented management style. As part of this, we should explore ways of offering more flexible working hours to our employees and consider how we can enable employees to work from their chosen locations. Managers need to consider a variety of ways to challenge our staff and provide more positive reinforcement and recognition of the work they do. Increased investment in professional development, especially in the area of social and intercultural communication, could also contribute to creating a positive environment for employees to produce their best work.","Based on these findings, we suggest Girox Foods use a management style that focuses more on people. We should look for ways to offer flexible working hours to employees and let them work from places they choose. Managers should find different ways to challenge staff and give more positive feedback and recognition for their work. Spending more money on professional development, especially in social and intercultural communication, could also help create a good environment for employees to do their best work.",0.8694,0.9453,0.7975077881619937,0.8,88,47.3701388888889,1.5113636363636365,4
16-a2,"In the last two centuries, improvements in technology and health meant fewer children died young, fuelling rapid population growth. These large families produced even more children who survived into adulthood and had their own children. But with the wider availability of contraception in the 1960s, the global average number of babies per woman has declined from six babies per woman to as low as two.","In the last 200 years, better technology and health helped more children live. This caused the population to grow quickly. Big families had more children who grew up and had their own kids. But in the 1960s, more people used birth control. The average number of babies per woman went down from six to two.",0.8661,0.7235,0.7587064676616916,0.8732394366197183,62,81.84454545454548,1.1935483870967742,5
16-b1,"In the last two centuries, improvements in technology and health meant fewer children died young, fuelling rapid population growth. These large families produced even more children who survived into adulthood and had their own children. But with the wider availability of contraception in the 1960s, the global average number of babies per woman has declined from six babies per woman to as low as two.","In the last 200 years, technology and health got better, so fewer children died young, causing fast population growth. Large families had more children who lived to be adults and had their own kids. But in the 1960s, birth control became easier to get, and the average number of babies per woman went down from six to just two.",0.8511,0.8464,0.8134328358208955,0.9436619718309859,67,69.29367231638419,1.2238805970149254,3
17-a2,"Having an increased awareness of the possible differences in expectations and behaviour can help us avoid cases of miscommunication, but it is vital that we also remember that cultural stereotypes can be detrimental to building good business relationships. Although national cultures could play a part in shaping the way we behave and think, we are also largely influenced by the region we come from, the communities we associate with, our age and gender, our corporate culture and our individual experiences of the world. The knowledge of the potential differences should therefore be something we keep at the back of our minds, rather than something that we use to pigeonhole the individuals of an entire nation.","Understanding that people from different cultures may think and act differently helps us talk better with them. But, we should not use stereotypes, which are ideas about how all people from one place are the same. Stereotypes can make business relationships bad. Our culture can affect us, but so can where we live, who we know, how old we are, if we are male or female, our work culture, and our own life experiences. We should remember that people may be different, but we shouldn't judge everyone from one country the same way.",0.7144,0.6956,0.742296918767507,0.8709677419354839,108,63.330193548387115,1.2685185185185186,5
17-b1,"Having an increased awareness of the possible differences in expectations and behaviour can help us avoid cases of miscommunication, but it is vital that we also remember that cultural stereotypes can be detrimental to building good business relationships. Although national cultures could play a part in shaping the way we behave and think, we are also largely influenced by the region we come from, the communities we associate with, our age and gender, our corporate culture and our individual experiences of the world. The knowledge of the potential differences should therefore be something we keep at the back of our minds, rather than something that we use to pigeonhole the individuals of an entire nation.","Being aware of differences in expectations and behavior can help us avoid communication problems. However, it is important to remember that stereotypes about cultures can harm business relationships. National cultures may influence our behavior and thoughts. But the region we come from, our communities, age, gender, corporate culture, and personal experiences also affect us. We should keep these possible differences in mind but not use them to label people from a whole country.",0.8599,0.6669,0.6750700280112045,0.6774193548387096,84,33.246136986301394,1.630952380952381,5
18-a2,"Unlike many other best-selling album artists, Springsteen is still releasing chart-topping, stadium-filling new music and remains at the top of his game in his late 60s. It doesn't surprise me at all. This is a man who tells us our most fundamental stories about ourselves and, when you listen to Born in the USA, those stories are as relevant today as they ever were.","Unlike many famous musicians, Springsteen still makes new popular music, even in his late 60s. He is still very good at it. This is not surprising to me. He sings about important things in our lives, and when you listen to Born in the USA, those things are still important today.",0.6951,0.5823,0.7581521739130435,0.7564102564102564,59,71.14080882352944,1.2542372881355932,4
18-b1,"Unlike many other best-selling album artists, Springsteen is still releasing chart-topping, stadium-filling new music and remains at the top of his game in his late 60s. It doesn't surprise me at all. This is a man who tells us our most fundamental stories about ourselves and, when you listen to Born in the USA, those stories are as relevant today as they ever were.","Bruce Springsteen, unlike many other popular album artists, is still making new, successful music that fills stadiums even in his late 60s. This doesn't surprise me. He tells important stories about our lives, and when you listen to ""Born in the USA,"" those stories are still important today.",0.8716,0.9113,0.7934782608695652,0.7564102564102564,59,54.88249999999999,1.305084745762712,3
19-a2,"More questions lie in looking at the influence of genetics on brain and language development. Are there genes that mutated and gave us language ability? Researchers have found a gene mutation that occurred between 200,000 and 100,000 years ago, which seems to have a connection with speaking and how our brains control our mouths and face. Monkeys have a similar gene, but it did not undergo this mutation. It's too early to say how much influence genes have on language, but one day the answers might be found in our DNA.","We have more questions about how our genes affect the brain and language. Did a change in genes help us speak? Scientists found a gene change from 200,000 to 100,000 years ago. This change is linked to speaking and how our brains move our mouths and face. Monkeys have a similar gene, but it did not change. We do not know exactly how much genes affect language yet, but answers might be in our DNA.",0.6459,0.8784,0.764367816091954,0.83,83,84.73150000000003,1.1686746987951808,6
19-b1,"More questions lie in looking at the influence of genetics on brain and language development. Are there genes that mutated and gave us language ability? Researchers have found a gene mutation that occurred between 200,000 and 100,000 years ago, which seems to have a connection with speaking and how our brains control our mouths and face. Monkeys have a similar gene, but it did not undergo this mutation. It's too early to say how much influence genes have on language, but one day the answers might be found in our DNA.","Scientists are studying how genes affect the growth of the brain and the ability to speak. Did some genes change and give us the ability to talk? Researchers found that a gene changed about 200,000 to 100,000 years ago. This change seems to be linked to speaking and how our brains move our mouths and face. Monkeys have a similar gene, but it did not change. We do not know yet how much genes affect language, but one day we might find the answers in our DNA.",0.8531,0.8536,0.8812260536398467,0.95,95,81.26232758620691,1.2,6
20-a2,"Julie Wong is a leading researcher in the field of Robotics and AI. She has been published extensively as author and co-author of over 50 papers in highly regarded, peer-reviewed journals. She frequently speaks at international conferences and was awarded the prestigious Royal Academy Simone Fielding fellowship in 2012. Julie lives with her family in a smart home she designed herself.",Julie Wong is a top researcher in Robotics and AI. She has written more than 50 papers in important journals. She often talks at international conferences and won the famous Royal Academy Simone Fielding fellowship in 2012. Julie lives with her family in a smart home that she designed.,0.8138,0.9453,0.7390180878552972,0.7571428571428571,53,56.27880102040817,1.509433962264151,4
20-b1,"Julie Wong is a leading researcher in the field of Robotics and AI. She has been published extensively as author and co-author of over 50 papers in highly regarded, peer-reviewed journals. She frequently speaks at international conferences and was awarded the prestigious Royal Academy Simone Fielding fellowship in 2012. Julie lives with her family in a smart home she designed herself.",Julie Wong is a top researcher in Robotics and AI. She has written or helped write more than 50 papers in important science magazines. She often speaks at conferences around the world and won the important Royal Academy Simone Fielding fellowship in 2012. Julie lives with her family in a smart home that she designed.,0.8662,0.9418,0.8217054263565892,0.8428571428571429,59,60.595113636363635,1.4576271186440677,4
01-a2,"Now NASA is working towards logging some of the smaller asteroids, those measuring 140 metres wide or more. Of the 25,000 estimated asteroids of this size, so far about 8,000 have been logged, leaving 17,000 unaccounted for. Considering that a 19-metre asteroid that exploded above the city of Chelyabinsk in Russia in 2013 injured 1,200 people, these middle-sized asteroids would be a serious danger if they enter Earth's orbit.","Now NASA is working to find smaller asteroids that are 140 meters wide or more. There are about 25,000 asteroids this size. NASA has found about 8,000 of them. This means there are still 17,000 asteroids we do not know about. In 2013, a 19-meter asteroid exploded above Chelyabinsk, a city in Russia, and 1,200 people got hurt. If these medium-sized asteroids come near Earth, they can be very dangerous.",0.8342,0.8279,0.9417249417249417,1.037037037037037,84,71.71904761904764,1.2142857142857142,6
01-b1,"Now NASA is working towards logging some of the smaller asteroids, those measuring 140 metres wide or more. Of the 25,000 estimated asteroids of this size, so far about 8,000 have been logged, leaving 17,000 unaccounted for. Considering that a 19-metre asteroid that exploded above the city of Chelyabinsk in Russia in 2013 injured 1,200 people, these middle-sized asteroids would be a serious danger if they enter Earth's orbit.","NASA is now trying to keep track of smaller asteroids that are 140 meters wide or more. There are about 25,000 asteroids of this size. NASA has logged about 8,000 of them so far, which means 17,000 are still not tracked. In 2013, a smaller asteroid, about 19 meters wide, exploded over Chelyabinsk in Russia and injured 1,200 people. If asteroids in the 140-meter range come close to Earth, they could be very dangerous.",0.7897,0.8644,0.9790209790209791,1.0617283950617284,86,72.91570270270272,1.2093023255813953,5
02-a2,"Earthquakes damage all structures, including bridges. Luckily, this kind of collapse is relatively infrequent, especially with modern bridges. Engineers have learned to design bridges in earthquake zones on areas that are much more resistant to movement.","Earthquakes can break things, including bridges. But luckily, this does not happen often, especially with new bridges. Engineers know how to build bridges in earthquake areas so they don't move easily.",0.6621,0.8554,0.7913385826771654,0.9047619047619048,38,59.89505376344087,1.3157894736842106,3
02-b1,"Earthquakes damage all structures, including bridges. Luckily, this kind of collapse is relatively infrequent, especially with modern bridges. Engineers have learned to design bridges in earthquake zones on areas that are much more resistant to movement.","Earthquakes can damage all buildings and structures, including bridges. Fortunately, bridges do not often collapse because of earthquakes, especially new ones. Engineers have learned how to design bridges in areas where earthquakes happen more often. They make sure these bridges are better at handling the movements during earthquakes.",0.8762,0.876,1.3228346456692914,1.3095238095238095,55,53.655,1.4545454545454546,4
03-a2,"The Hunger Games are an annual event, which the Capitol uses to remind the districts that they are being punished for rebelling. Every year one boy and one girl aged 12 to 18 are chosen from each district by lottery to compete in a battle in which only one person can survive. The chosen teenagers are called ""tributes"". The whole nation is forced to watch the event on television.","The Hunger Games happen every year. The Capitol uses them to remind the districts they are being punished for fighting against the Capitol. Each year, one boy and one girl between the ages of 12 and 18 are picked from each district. They are chosen by a random draw to compete in a fight. Only one person can win this fight. The teenagers chosen are called ""tributes."" Everyone in the country must watch the event on TV.",0.6732,0.7108,1.1023622047244095,1.144736842105263,87,75.91155844155847,1.2528735632183907,7
